oomp_id,part_number_distributor_orbital_fasteners,part_number_manufacturer_metalmate,distributor_current,quantity_current,price_1_distributor_orbital_fasteners,price_100_distributor_orbital_fasteners,price_200_distributor_orbital_fasteners,price_1000_distributor_orbital_fasteners,price_10000_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,webpage_manufacturer_metalmate,name_manufacturer_metalmate,box_size_manufacturer_metalmate,box_of_box_size_manufacturer_metalmate,commonity_code,barcode_manufacturer_metalmate,price_1,price_100,price_200,price_1000,price_10000,price_current,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth,project_bolt_tray_capacity_oobb_4_width_2_5_length_18_mm_depth_weight,project_bolt_tray_capacity_oobb_2_5_width_2_length_18_mm_depth,weight,weight_10,part_number_distributor_accu,part_number_distributor_accu_search,price_1_distributor_accu,price_100_distributor_accu,price_200_distributor_accu,price_1000_distributor_accu,price_10000_distributor_accu,webpage_distributor_accu
hardware_screw_socket_cap_m5_black_75_mm_length_hex_head,1891272,1150M470075,orbital_fasteners,200,0.1296,0.1296,0.072,0.0648,0.0576,https://www.orbitalfasteners.co.uk/products/m5-x-75-socket-cap-screw-high-tensile-grade-12-9-self-colour-din-912,https://www.harclob2b.com/m5-x-75-socket-cap-screw-gr12-9-self-colour-din-91-1150m470075,M5 x 75 Socket Cap Screw Gr12.9 Self Colour DIN 912 165,200,1200,7318156890,5050420696432,0.1296,0.1296,0.072,0.0648,0.0576,0.072,,,,,,SSCF-M5-75-12.9,SSCF-M5-75-12.9+-zinc,0.82,0.17,0.16,0.14,0.14,https://www.accu.co.uk/metric-cap-head-screws/16057-SSC-M5-75-12-9
hardware_screw_socket_cap_m5_black_120_mm_length_hex_head,1891274,1150M470120,orbital_fasteners,200,0.3456,0.192,0.192,0.1536,0.1536,https://www.orbitalfasteners.co.uk/products/m5-x-120-socket-cap-screw-high-tensile-grade-12-9-self-colour-din-912,https://www.harclob2b.com/m5-x-120-socket-cap-screw-gr12-9-self-colour-din-9-1150m470120,M5 x 120 Socket Cap Screw Gr12.9 Self Colour DIN 912 195,100,800,7318156890,5050420696487,0.3456,0.192,0.192,0.1536,0.1536,0.192,,,,,,SSCF-M5-120-12.9,SSCF-M5-120-12.9+-zinc,1.01,0.32,0.32,0.27,0.27,https://www.accu.co.uk/metric-cap-head-screws/16062-SSC-M5-120-12-9
hardware_screw_socket_cap_m6_black_12_mm_length_hex_head,1891280,1150M4900012,orbital_fasteners,200,0.0376,0.0376,0.0209,0.0188,0.0167,https://www.orbitalfasteners.co.uk/products/m6-x-12-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0376,0.0376,0.0209,0.0188,0.0167,0.0209,,,,,,SSCF-M6-12-12.9,SSCF-M6-12-12.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16071-SSCF-M6-12-12-9
hardware_screw_socket_cap_m6_black_16_mm_length_hex_head,1891290,1150M4900016,orbital_fasteners,200,0.0527,0.0527,0.0293,0.0264,0.0234,https://www.orbitalfasteners.co.uk/products/m6-x-16-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0527,0.0527,0.0293,0.0264,0.0234,0.0293,,,,,,SSCF-M6-16-12.9,SSCF-M6-16-12.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/metric-cap-head-screws/16074-SSCF-M6-16-12-9
hardware_screw_socket_cap_m6_black_20_mm_length_hex_head,1891300,1150M4900020,orbital_fasteners,200,0.054,0.054,0.03,0.027,0.024,https://www.orbitalfasteners.co.uk/products/m6-x-20-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.054,0.054,0.03,0.027,0.024,0.03,,,,,,SSCF-M6-20-12.9,SSCF-M6-20-12.9+-zinc,0.66,0.05,0.05,0.05,0.03,https://www.accu.co.uk/metric-cap-head-screws/16076-SSCF-M6-20-12-9
hardware_screw_socket_cap_m6_black_25_mm_length_hex_head,1891310,1150M4900025,orbital_fasteners,200,0.0674,0.0674,0.0374,0.0337,0.03,https://www.orbitalfasteners.co.uk/products/m6-x-25-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0674,0.0674,0.0374,0.0337,0.03,0.0374,,,,,,SSCF-M6-25-12.9,SSCF-M6-25-12.9+-zinc,0.66,0.05,0.05,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16077-SSC-M6-25-12-9
hardware_screw_socket_cap_m6_black_30_mm_length_hex_head,1891320,1150M4900030,orbital_fasteners,200,0.0773,0.0773,0.043,0.0386,0.0343,https://www.orbitalfasteners.co.uk/products/m6-x-30-socket-cap-screw-high-tensile-grade-12-9-self-colour-,,,,,,,0.0773,0.0773,0.043,0.0386,0.0343,0.043,,,,,,SSCF-M6-30-12.9,SSCF-M6-30-12.9+-zinc,0.66,0.05,0.05,0.04,0.04,https://www.accu.co.uk/metric-cap-head-screws/16078-SSC-M6-30-12-9
hardware_screw_socket_cap_m6_black_35_mm_length_hex_head,1891330,1150M4900035,orbital_fasteners,200,0.0786,0.0786,0.0437,0.0349,0.0349,https://www.orbitalfasteners.co.uk/products/m6-x-35-socket-cap-screw-high-tensile-grade-12-9-self-colour-,,,,,,,0.0786,0.0786,0.0437,0.0349,0.0349,0.0437,,,,,,SSCF-M6-35-12.9,SSCF-M6-35-12.9+-zinc,0.72,0.10,0.10,0.08,0.08,https://www.accu.co.uk/metric-cap-head-screws/16079-SSC-M6-35-12-9
hardware_screw_socket_cap_m6_black_40_mm_length_hex_head,1891340,1150M4900040,orbital_fasteners,200,0.0955,0.0955,0.053,0.0425,0.0425,https://www.orbitalfasteners.co.uk/products/m6-x-40-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.0955,0.0955,0.053,0.0425,0.0425,0.053,,,,,,SSCF-M6-40-12.9,SSCF-M6-40-12.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/metric-cap-head-screws/16080-SSC-M6-40-12-9
hardware_screw_socket_cap_m6_black_45_mm_length_hex_head,1891350,1150M4900045,orbital_fasteners,200,0.1037,0.1037,0.0576,0.0461,0.0461,https://www.orbitalfasteners.co.uk/products/m6-x-45-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1037,0.1037,0.0576,0.0461,0.0461,0.0576,,,,,,SSCF-M6-45-12.9,SSCF-M6-45-12.9+-zinc,0.78,0.15,0.13,0.12,0.12,https://www.accu.co.uk/metric-cap-head-screws/16081-SSC-M6-45-12-9
hardware_screw_socket_cap_m6_black_50_mm_length_hex_head,1891360,1150M4900050,orbital_fasteners,200,0.1106,0.1106,0.0614,0.0553,0.0492,https://www.orbitalfasteners.co.uk/products/m6-x-50-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1106,0.1106,0.0614,0.0553,0.0492,0.0614,,,,,,SSCF-M6-50-12.9,SSCF-M6-50-12.9+-zinc,0.74,0.11,0.11,0.08,0.08,https://www.accu.co.uk/metric-cap-head-screws/16082-SSC-M6-50-12-9
hardware_screw_socket_cap_m6_black_60_mm_length_hex_head,1891370,1150M4900060,orbital_fasteners,200,0.1283,0.1283,0.0713,0.0642,0.057,https://www.orbitalfasteners.co.uk/products/m6-x-60-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1283,0.1283,0.0713,0.0642,0.057,0.0713,,,,,,SSCF-M6-60-12.9,SSCF-M6-60-12.9+-zinc,0.77,0.13,0.13,0.11,0.11,https://www.accu.co.uk/metric-cap-head-screws/16084-SSC-M6-60-12-9
hardware_screw_socket_cap_m6_black_70_mm_length_hex_head,1891372,1150M4900070,orbital_fasteners,200,0.1378,0.1378,0.0766,0.0689,0.0612,https://www.orbitalfasteners.co.uk/products/m6-x-70-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1378,0.1378,0.0766,0.0689,0.0612,0.0766,,,,,,SSCF-M6-70-12.9,SSCF-M6-70-12.9+-zinc,0.78,0.14,0.14,0.11,0.11,https://www.accu.co.uk/metric-cap-head-screws/16086-SSC-M6-70-12-9
hardware_screw_socket_cap_m6_black_75_mm_length_hex_head,1891373,1150M4900075,orbital_fasteners,200,0.1404,0.1404,0.078,0.0624,0.0624,https://www.orbitalfasteners.co.uk/products/m6-x-75-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1404,0.1404,0.078,0.0624,0.0624,0.078,,,,,,SSCF-M6-75-12.9,SSCF-M6-75-12.9+-zinc,0.86,0.21,0.19,0.18,0.18,https://www.accu.co.uk/metric-cap-head-screws/16087-SSC-M6-75-12-9
hardware_screw_socket_cap_m6_black_65_mm_length_hex_head,1891374,1150M4900065,orbital_fasteners,200,0.1313,0.1313,0.073,0.0656,0.0583,https://www.orbitalfasteners.co.uk/products/m6-x-65-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1313,0.1313,0.073,0.0656,0.0583,0.073,,,,,,SSCF-M6-65-12.9,SSCF-M6-65-12.9+-zinc,0.84,0.19,0.17,0.16,0.16,https://www.accu.co.uk/metric-cap-head-screws/16085-SSC-M6-65-12-9
hardware_screw_socket_cap_m6_black_80_mm_length_hex_head,1891375,1150M4900080,orbital_fasteners,200,0.1442,0.1442,0.0802,0.0641,0.0641,https://www.orbitalfasteners.co.uk/products/m6-x-80-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1442,0.1442,0.0802,0.0641,0.0641,0.0802,,,,,,SSCF-M6-80-12.9,SSCF-M6-80-12.9+-zinc,0.86,0.20,0.19,0.17,0.17,https://www.accu.co.uk/metric-cap-head-screws/16088-SSC-M6-80-12-9
hardware_screw_socket_cap_m6_black_90_mm_length_hex_head,1891376,1150M4900090,orbital_fasteners,200,0.1594,0.1594,0.0886,0.0708,0.0708,https://www.orbitalfasteners.co.uk/products/m6-x-90-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.1594,0.1594,0.0886,0.0708,0.0708,0.0886,,,,,,SSCF-M6-90-12.9,SSCF-M6-90-12.9+-zinc,0.84,0.19,0.17,0.16,0.16,https://www.accu.co.uk/metric-cap-head-screws/16089-SSC-M6-90-12-9
hardware_screw_socket_cap_m6_black_100_mm_length_hex_head,1891377,1150M49000100,orbital_fasteners,200,0.2381,0.2381,0.1322,0.1058,0.1058,https://www.orbitalfasteners.co.uk/products/m6-x-100-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.2381,0.2381,0.1322,0.1058,0.1058,0.1322,,,,,,SSCF-M6-100-12.9,SSCF-M6-100-12.9+-zinc,0.91,0.23,0.21,0.20,0.20,https://www.accu.co.uk/metric-cap-head-screws/16090-SSC-M6-100-12-9
hardware_screw_socket_cap_m6_black_110_mm_length_hex_head,1891378,1150M49000110,orbital_fasteners,200,0.2657,0.2657,0.1476,0.1181,0.1181,https://www.orbitalfasteners.co.uk/products/m6-x-110-socket-cap-screw-high-tensile-grade-12-9-self-colour,,,,,,,0.2657,0.2657,0.1476,0.1181,0.1181,0.1476,,,,,,SSCF-M6-110-12.9,SSCF-M6-110-12.9+-zinc,0.91,0.26,0.26,0.23,0.23,https://www.accu.co.uk/metric-cap-head-screws/16091-SSC-M6-110-12-9
hardware_screw_countersunk_m3_black_6_mm_length_hex_head,1901000,1151M390006,orbital_fasteners,200,0.0281,0.0281,0.0156,0.0125,0.0125,https://www.orbitalfasteners.co.uk/products/m3-x-6-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-6-socket-csk-screw-gr10-9-self-colour-din-799-1151m390006,M3 x 6 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669030,0.0281,0.0281,0.0156,0.0125,0.0125,0.0156,150,53.7,75,0.358,3.58,SSK-M3-6-10.9,SSK-M3-6-10.9+-zinc,0.65,0.04,0.04,0.04,0.04,https://www.accu.co.uk/countersunk-socket-head-screws/495076-SSK-M3-6-10-9
hardware_screw_countersunk_m3_black_8_mm_length_hex_head,1901010,1151M390008,orbital_fasteners,200,0.0286,0.0286,0.0158,0.0127,0.0127,https://www.orbitalfasteners.co.uk/products/m3-x-8-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-8-socket-csk-screw-gr10-9-self-colour-din-799-1151m390008,M3 x 8 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669047,0.0286,0.0286,0.0158,0.0127,0.0127,0.0158,120,53.4,60,0.445,4.45,SSK-M3-8-10.9,SSK-M3-8-10.9+-zinc,,,,,,
hardware_screw_countersunk_m3_black_10_mm_length_hex_head,1901020,1151M390010,orbital_fasteners,200,0.0294,0.0294,0.0163,0.0131,0.0131,https://www.orbitalfasteners.co.uk/products/m3-x-10-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-10-socket-csk-screw-gr10-9-self-colour-din-79-1151m390010,M3 x 10 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669054,0.0294,0.0294,0.0163,0.0131,0.0131,0.0163,110,57.64,55,0.524,5.24,SSK-M3-10-10.9,SSK-M3-10-10.9+-zinc,0.63,0.03,0.03,0.03,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/472017-SSK-M3-10-10-9
hardware_screw_countersunk_m3_black_12_mm_length_hex_head,1901030,1151M390012,orbital_fasteners,200,0.0302,0.0302,0.0168,0.0134,0.0134,https://www.orbitalfasteners.co.uk/products/m3-x-12-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-12-socket-csk-screw-gr10-9-self-colour-din-79-1151m390012,M3 x 12 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669061,0.0302,0.0302,0.0168,0.0134,0.0134,0.0168,90,54.72,45,0.608,6.08,SSK-M3-12-10.9,SSK-M3-12-10.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/472018-SSK-M3-12-10-9
hardware_screw_countersunk_m3_black_16_mm_length_hex_head,1901040,1151M390016,orbital_fasteners,200,0.0359,0.0359,0.0199,0.016,0.016,https://www.orbitalfasteners.co.uk/products/m3-x-16-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0359,0.0359,0.0199,0.016,0.016,0.0199,70,53.76,35,0.768,7.68,SSK-M3-16-10.9,SSK-M3-16-10.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/495048-SSK-M3-16-10-9
hardware_screw_countersunk_m3_black_20_mm_length_hex_head,1901050,1151M390020,orbital_fasteners,200,0.0415,0.0415,0.023,0.0185,0.0185,https://www.orbitalfasteners.co.uk/products/m3-x-20-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-20-socket-csk-screw-gr10-9-self-colour-din-79-1151m390020,M3 x 20 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420696821,0.0415,0.0415,0.023,0.0185,0.0185,0.023,50,46.75,25,0.935,9.35,SSK-M3-20-10.9,SSK-M3-20-10.9+-zinc,0.65,0.04,0.04,0.04,0.04,https://www.accu.co.uk/countersunk-socket-head-screws/472019-SSK-M3-20-10-9
hardware_screw_countersunk_m3_black_25_mm_length_hex_head,1901051,1151M390025,orbital_fasteners,200,0.0424,0.0424,0.0235,0.0188,0.0188,https://www.orbitalfasteners.co.uk/products/m3-x-25-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m3-x-25-socket-csk-screw-gr10-9-self-colour-din-79-1151m390025,M3 x 25 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669078,0.0424,0.0424,0.0235,0.0188,0.0188,0.0235,40,46.76,20,1.169,11.69,SSK-M3-25-10.9,SSK-M3-25-10.9+-zinc,0.71,0.09,0.09,0.07,0.07,https://www.accu.co.uk/countersunk-socket-head-screws/472020-SSK-M3-25-10-9
hardware_screw_countersunk_m3_black_30_mm_length_hex_head,1901052,1151M390030,orbital_fasteners,200,0.0484,0.0484,0.0269,0.0215,0.0215,https://www.orbitalfasteners.co.uk/products/m3-x-30-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0484,0.0484,0.0269,0.0215,0.0215,0.0269,,,,,,SSK-M3-30-10.9,SSK-M3-30-10.9+-zinc,0.67,0.06,0.06,0.04,0.04,https://www.accu.co.uk/countersunk-socket-head-screws/495077-SSK-M3-30-10-9
hardware_screw_countersunk_m3_black_35_mm_length_hex_head,1901054,1151M390035,orbital_fasteners,200,0.1162,0.1162,0.0646,0.0516,0.0516,https://www.orbitalfasteners.co.uk/products/m3-x-35-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.1162,0.1162,0.0646,0.0516,0.0516,0.0646,,,,,,SSK-M3-35-10.9,SSK-M3-35-10.9+-zinc,0.76,0.12,0.12,0.12,0.12,https://www.accu.co.uk/countersunk-socket-head-screws/5432-SSK-M3-35-A2
hardware_screw_countersunk_m4_black_6_mm_length_hex_head,1901055,1151M450006,orbital_fasteners,,0.0224,0.0224,0.0125,0.01,0.01,https://www.orbitalfasteners.co.uk/products/m4-x-6-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-6-socket-csk-screw-gr10-9-self-colour-din-799-1151m450006,M4 x 6 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420696838,0.0224,0.0224,0.0125,0.01,0.01,missing_value,,,,,,SSK-M4-6-10.9,SSK-M4-6-10.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/5445-SSK-M4-6-A2
hardware_screw_countersunk_m4_black_10_mm_length_hex_head,1901070,1151M450010,orbital_fasteners,,0.0289,0.0289,0.0161,0.0128,0.0128,https://www.orbitalfasteners.co.uk/products/m4-x-10-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-10-socket-csk-screw-gr10-9-self-colour-din-79-1151m450010,M4 x 10 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669092,0.0289,0.0289,0.0161,0.0128,0.0128,missing_value,,,,,,SSK-M4-10-10.9,SSK-M4-10-10.9+-zinc,0.62,0.02,0.02,0.02,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/472023-SSK-M4-10-10-9
hardware_screw_countersunk_m4_black_12_mm_length_hex_head,1901080,1151M450012,orbital_fasteners,,0.0302,0.0302,0.0168,0.0134,0.0134,https://www.orbitalfasteners.co.uk/products/m4-x-12-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-12-socket-csk-screw-gr10-9-self-colour-din-79-1151m450012,M4 x 12 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669108,0.0302,0.0302,0.0168,0.0134,0.0134,missing_value,,,,,,SSK-M4-12-10.9,SSK-M4-12-10.9+-zinc,0.63,0.03,0.03,0.03,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/472024-SSK-M4-12-10-9
hardware_screw_countersunk_m4_black_16_mm_length_hex_head,1901090,1151M450016,orbital_fasteners,,0.0311,0.0311,0.0173,0.0138,0.0138,https://www.orbitalfasteners.co.uk/products/m4-x-16-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-16-socket-csk-screw-gr10-9-self-colour-din-79-1151m450016,M4 x 16 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669115,0.0311,0.0311,0.0173,0.0138,0.0138,missing_value,,,,,,SSK-M4-16-10.9,SSK-M4-16-10.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/472025-SSK-M4-16-10-9
hardware_screw_countersunk_m4_black_20_mm_length_hex_head,1901100,1151M450020,orbital_fasteners,,0.0316,0.0316,0.0175,0.014,0.014,https://www.orbitalfasteners.co.uk/products/m4-x-20-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-20-socket-csk-screw-gr10-9-self-colour-din-79-1151m450020,M4 x 20 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669122,0.0316,0.0316,0.0175,0.014,0.014,missing_value,,,,,,SSK-M4-20-10.9,SSK-M4-20-10.9+-zinc,0.65,0.04,0.04,0.04,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/472026-SSK-M4-20-10-9
hardware_screw_countersunk_m4_black_25_mm_length_hex_head,1901110,1151M450025,orbital_fasteners,,0.0329,0.0329,0.0182,0.0146,0.0146,https://www.orbitalfasteners.co.uk/products/m4-x-25-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-25-socket-csk-screw-gr10-9-self-colour-din-79-1151m450025,M4 x 25 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669139,0.0329,0.0329,0.0182,0.0146,0.0146,missing_value,,,,,,SSK-M4-25-10.9,SSK-M4-25-10.9+-zinc,0.66,0.05,0.05,0.05,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/472027-SSK-M4-25-10-9
hardware_screw_countersunk_m4_black_30_mm_length_hex_head,1901120,1151M450030,orbital_fasteners,,0.0337,0.0337,0.0187,0.015,0.015,https://www.orbitalfasteners.co.uk/products/m4-x-30-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0337,0.0337,0.0187,0.015,0.015,missing_value,,,,,,SSK-M4-30-10.9,SSK-M4-30-10.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/countersunk-socket-head-screws/472028-SSK-M4-30-10-9
hardware_screw_countersunk_m4_black_35_mm_length_hex_head,1901122,1151M450035,orbital_fasteners,,0.0622,0.0622,0.0346,0.0311,0.0276,https://www.orbitalfasteners.co.uk/products/m4-x-35-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,,,,,,,0.0622,0.0622,0.0346,0.0311,0.0276,missing_value,,,,,,SSK-M4-35-10.9,SSK-M4-35-10.9+-zinc,0.67,0.06,0.06,0.05,0.05,https://www.accu.co.uk/countersunk-socket-head-screws/495079-SSK-M4-35-10-9
hardware_screw_countersunk_m4_black_40_mm_length_hex_head,1901124,1151M450040,orbital_fasteners,,0.0605,0.0605,0.0336,0.0269,0.0269,https://www.orbitalfasteners.co.uk/products/m4-x-40-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m4-x-40-socket-csk-screw-gr10-9-self-colour-din-79-1151m450040,M4 x 40 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,3000,7318156890,5050420696845,0.0605,0.0605,0.0336,0.0269,0.0269,missing_value,,,,,,SSK-M4-40-10.9,SSK-M4-40-10.9+-zinc,0.70,0.08,0.08,0.06,0.06,https://www.accu.co.uk/countersunk-socket-head-screws/495080-SSK-M4-40-10-9
hardware_screw_countersunk_m5_black_8_mm_length_hex_head,1901130,1151M470008,orbital_fasteners,,0.0251,0.0251,0.0139,0.0112,0.0112,https://www.orbitalfasteners.co.uk/products/m5-x-8-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-8-socket-csk-screw-gr10-9-self-colour-din-799-1151m470008,M5 x 8 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669146,0.0251,0.0251,0.0139,0.0112,0.0112,missing_value,,,,,,SSK-M5-8-10.9,SSK-M5-8-10.9+-zinc,0.66,0.05,0.05,0.04,0.04,https://www.accu.co.uk/countersunk-socket-head-screws/495082-SSK-M5-8-10-9
hardware_screw_countersunk_m5_black_10_mm_length_hex_head,1901140,1151M470010,orbital_fasteners,,0.0316,0.0316,0.0175,0.014,0.014,https://www.orbitalfasteners.co.uk/products/m5-x-10-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-10-socket-csk-screw-gr10-9-self-colour-din-79-1151m470010,M5 x 10 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669153,0.0316,0.0316,0.0175,0.014,0.014,missing_value,,,,,,SSK-M5-10-10.9,SSK-M5-10-10.9+-zinc,0.63,0.03,0.03,0.03,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/472030-SSK-M5-10-10-9
hardware_screw_countersunk_m5_black_12_mm_length_hex_head,1901150,1151M470012,orbital_fasteners,,0.0329,0.0329,0.0182,0.0146,0.0146,https://www.orbitalfasteners.co.uk/products/m5-x-12-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-12-socket-csk-screw-gr10-9-self-colour-din-79-1151m470012,M5 x 12 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669160,0.0329,0.0329,0.0182,0.0146,0.0146,missing_value,,,,,,SSK-M5-12-10.9,SSK-M5-12-10.9+-zinc,0.63,0.03,0.03,0.02,0.02,https://www.accu.co.uk/countersunk-socket-head-screws/472031-SSK-M5-12-10-9
hardware_screw_countersunk_m5_black_16_mm_length_hex_head,1901160,1151M470016,orbital_fasteners,,0.038,0.038,0.0211,0.0169,0.0169,https://www.orbitalfasteners.co.uk/products/m5-x-16-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-16-socket-csk-screw-gr10-9-self-colour-din-79-1151m470016,M5 x 16 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,4800,7318156890,5050420669177,0.038,0.038,0.0211,0.0169,0.0169,missing_value,,,,,,SSK-M5-16-10.9,SSK-M5-16-10.9+-zinc,0.65,0.04,0.04,0.03,0.03,https://www.accu.co.uk/countersunk-socket-head-screws/472032-SSK-M5-16-10-9
hardware_screw_countersunk_m5_black_20_mm_length_hex_head,1901170,1151M470020,orbital_fasteners,,0.0406,0.0406,0.0226,0.018,0.018,https://www.orbitalfasteners.co.uk/products/m5-x-20-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-20-socket-csk-screw-gr10-9-self-colour-din-79-1151m470020,M5 x 20 Socket Csk Screw Gr10.9 Self Colour DIN 7991. 165,200,4800,7318156890,5050420669184,0.0406,0.0406,0.0226,0.018,0.018,missing_value,,,,,,SSK-M5-20-10.9,SSK-M5-20-10.9+-zinc,,,,,,
hardware_screw_countersunk_m5_black_25_mm_length_hex_head,1901180,1151M470025,orbital_fasteners,,0.048,0.048,0.0266,0.024,0.0214,https://www.orbitalfasteners.co.uk/products/m5-x-25-socket-screw-countersunk-high-tensile-grade-10-9-self-colour-din-7991,https://www.harclob2b.com/m5-x-25-socket-csk-screw-gr10-9-self-colour-din-79-1151m470025,M5 x 25 Socket Csk Screw Gr10.9 Self Colour DIN 7991 165,200,3000,7318156890,5050420669191,0.048,0.048,0.0266,0.024,0.0214,missing_value,,,,,,SSK-M5-25-10.9,SSK-M5-25-10.9+-zinc,0.69,0.07,0.07,0.05,0.05,https://www.accu.co.uk/countersunk-socket-head-screws/472034-SSK-M5-25-10-9
